name,year,runs,runsaginst
"Boston Red Stockings",1871,401,303
"Chicago White Stockings",1871,302,241
"Cleveland Forest Citys",1871,249,341
"Fort Wayne Kekiongas",1871,137,243
"New York Mutuals",1871,302,313
"Philadelphia Athletics",1871,376,266
"Rockford Forest Citys",1871,231,287
"Troy Haymakers",1871,351,362
"Washington Olympics",1871,310,303
"Baltimore Canaries",1872,617,434
"Brooklyn Eckfords",1872,152,413
"Brooklyn Atlantics",1872,237,473
"Boston Red Stockings",1872,521,236
"Cleveland Forest Citys",1872,174,254
"Middletown Mansfields",1872,220,348
"New York Mutuals",1872,523,362
"Philadelphia Athletics",1872,539,349
"Troy Haymakers",1872,273,191
"Washington Olympics",1872,54,140
"Washington Nationals",1872,80,190
"Baltimore Canaries",1873,644,451
"Baltimore Marylands",1873,26,152
"Brooklyn Atlantics",1873,366,549
"Boston Red Stockings",1873,739,460
"Elizabeth Resolutes",1873,98,299
"New York Mutuals",1873,424,385
"Philadelphia Athletics",1873,474,403
"Philadelphia Whites",1873,526,396
"Washington Blue Legs",1873,283,485
"Baltimore Canaries",1874,227,505
"Brooklyn Atlantics",1874,301,449
"Boston Red Stockings",1874,735,415
"Chicago White Stockings",1874,418,480
"Hartford Dark Blues",1874,371,471
"New York Mutuals",1874,500,377
"Philadelphia Athletics",1874,441,344
"Philadelphia Whites",1874,476,428
"Brooklyn Atlantics",1875,132,438
"Boston Red Stockings",1875,831,343
"Chicago White Stockings",1875,379,416
"Hartford Dark Blues",1875,557,343
"Keokuk Westerns",1875,45,88
"New Haven Elm Citys",1875,170,397
"New York Mutuals",1875,328,425
"Philadelphia Athletics",1875,699,402
"Philadelphia Whites",1875,470,376
"Philadelphia Centennials",1875,70,138
"St. Louis Red Stockings",1875,60,161
"St. Louis Brown Stockings",1875,386,369
"Washington Nationals",1875,107,338
"Boston Red Caps",1876,471,450
"Chicago White Stockings",1876,624,257
"Cincinnati Reds",1876,238,579
"Hartford Dark Blues",1876,429,261
"Louisville Grays",1876,280,344
"New York Mutuals",1876,260,412
"Philadelphia Athletics",1876,378,534
"St. Louis Brown Stockings",1876,386,229
"Boston Red Caps",1877,419,263
"Chicago White Stockings",1877,366,375
"Cincinnati Reds",1877,291,485
"Hartford Dark Blues",1877,341,311
"Louisville Grays",1877,339,288
"St. Louis Brown Stockings",1877,284,318
"Boston Red Caps",1878,298,241
"Chicago White Stockings",1878,371,331
"Cincinnati Reds",1878,333,281
"Indianapolis Blues",1878,293,328
"Milwaukee Grays",1878,256,386
"Providence Grays",1878,353,337
"Buffalo Bisons",1879,394,365
"Boston Red Caps",1879,562,348
"Chicago White Stockings",1879,437,411
"Cleveland Blues",1879,322,461
"Cincinnati Reds",1879,485,464
"Providence Grays",1879,612,355
"Syracuse Stars",1879,276,462
"Troy Trojans",1879,321,543
"Buffalo Bisons",1880,331,502
"Boston Red Caps",1880,416,456
"Chicago White Stockings",1880,538,317
"Cleveland Blues",1880,387,337
"Cincinnati Reds",1880,296,472
"Providence Grays",1880,419,299
"Troy Trojans",1880,392,438
"Worcester Ruby Legs",1880,412,370
"Buffalo Bisons",1881,440,447
"Boston Red Caps",1881,349,410
"Chicago White Stockings",1881,550,379
"Cleveland Blues",1881,392,414
"Detroit Wolverines",1881,439,429
"Providence Grays",1881,447,426
"Troy Trojans",1881,399,429
"Worcester Ruby Legs",1881,410,492
"Buffalo Bisons",1882,500,461
"Baltimore Orioles",1882,273,515
"Boston Red Caps",1882,472,414
"Chicago White Stockings",1882,604,353
"Cleveland Blues",1882,402,411
"Cincinnati Red Stockings",1882,489,268
"Detroit Wolverines",1882,407,488
"Louisville Eclipse",1882,443,352
"Philadelphia Athletics",1882,406,389
"Providence Grays",1882,463,356
"Pittsburg Alleghenys",1882,428,418
"St. Louis Brown Stockings",1882,399,496
"Troy Trojans",1882,430,522
"Worcester Ruby Legs",1882,379,652
"Buffalo Bisons",1883,614,576
"Baltimore Orioles",1883,471,742
"Boston Beaneaters",1883,669,456
"Chicago White Stockings",1883,679,540
"Cleveland Blues",1883,476,443
"Columbus Buckeyes",1883,476,659
"Cincinnati Red Stockings",1883,662,413
"Detroit Wolverines",1883,524,650
"Louisville Eclipse",1883,564,562
"New York Gothams",1883,530,577
"New York Metropolitans",1883,498,405
"Philadelphia Athletics",1883,720,547
"Philadelphia Quakers",1883,437,887
"Providence Grays",1883,636,436
"Pittsburg Alleghenys",1883,525,728
"St. Louis Browns",1883,549,409
"Altoona Mountain City",1884,90,216
"Buffalo Bisons",1884,700,626
"Baltimore Orioles",1884,636,515
"Baltimore Monumentals",1884,662,627
"Brooklyn Atlantics",1884,476,644
"Boston Beaneaters",1884,684,468
"Boston Reds",1884,636,558
"Chicago White Stockings",1884,834,647
"Chicago/Pittsburgh (Union League)",1884,438,482
"Cleveland Blues",1884,458,716
"Columbus Buckeyes",1884,585,459
"Cincinnati Red Stockings",1884,754,512
"Cincinnati Outlaw Reds",1884,703,466
"Detroit Wolverines",1884,445,736
"Indianapolis Hoosiers",1884,462,755
"Kansas City Cowboys",1884,311,618
"Louisville Eclipse",1884,573,425
"Milwaukee Brewers",1884,53,34
"New York Gothams",1884,693,623
"New York Metropolitans",1884,734,423
"Philadelphia Athletics",1884,700,546
"Philadelphia Quakers",1884,549,824
"Philadelphia Keystones",1884,414,545
"Providence Grays",1884,665,388
"Pittsburg Alleghenys",1884,406,725
"Richmond Virginians",1884,194,294
"St. Louis Browns",1884,658,539
"St. Louis Maroons",1884,887,429
"St. Paul White Caps",1884,24,57
"Toledo Blue Stockings",1884,463,571
"Wilmington Quicksteps",1884,35,114
"Washington Nationals",1884,248,481
"Washington Nationals",1884,572,679
"Buffalo Bisons",1885,495,761
"Baltimore Orioles",1885,541,683
"Brooklyn Grays",1885,624,650
"Boston Beaneaters",1885,528,589
"Chicago White Stockings",1885,834,470
"Cincinnati Red Stockings",1885,642,575
"Detroit Wolverines",1885,514,582
"Louisville Colonels",1885,564,598
"New York Giants",1885,691,370
"New York Metropolitans",1885,526,688
"Philadelphia Athletics",1885,764,691
"Philadelphia Quakers",1885,513,511
"Providence Grays",1885,442,531
"Pittsburg Alleghenys",1885,547,539
"St. Louis Browns",1885,677,461
"St. Louis Maroons",1885,390,593
"Baltimore Orioles",1886,625,878
"Brooklyn Grays",1886,832,832
"Boston Beaneaters",1886,657,661
"Chicago White Stockings",1886,900,555
"Cincinnati Red Stockings",1886,883,865
"Detroit Wolverines",1886,829,538
"Kansas City Cowboys",1886,494,872
"Louisville Colonels",1886,833,805
"New York Giants",1886,692,558
"New York Metropolitans",1886,628,766
"Philadelphia Athletics",1886,772,942
"Philadelphia Quakers",1886,621,498
"Pittsburg Alleghenys",1886,810,647
"St. Louis Browns",1886,944,592
"St. Louis Maroons",1886,547,712
"Washington Nationals",1886,445,791
"Baltimore Orioles",1887,975,861
"Brooklyn Grays",1887,904,918
"Boston Beaneaters",1887,831,792
"Chicago White Stockings",1887,813,716
"Cleveland Blues",1887,729,1112
"Cincinnati Red Stockings",1887,892,745
"Detroit Wolverines",1887,969,714
"Indianapolis Hoosiers",1887,628,965
"Louisville Colonels",1887,956,854
"New York Giants",1887,816,723
"New York Metropolitans",1887,754,1093
"Philadelphia Athletics",1887,893,890
"Philadelphia Quakers",1887,901,702
"Pittsburg Alleghenys",1887,621,750
"St. Louis Browns",1887,1131,761
"Washington Nationals",1887,601,818
"Baltimore Orioles",1888,653,779
"Brooklyn Bridegrooms",1888,758,584
"Boston Beaneaters",1888,669,619
"Chicago White Stockings",1888,734,659
"Cleveland Blues",1888,651,839
"Cincinnati Red Stockings",1888,745,628
"Detroit Wolverines",1888,721,629
"Indianapolis Hoosiers",1888,603,731
"Kansas City Cowboys",1888,579,896
"Louisville Colonels",1888,689,870
"New York Giants",1888,659,479
"Philadelphia Athletics",1888,827,594
"Philadelphia Quakers",1888,535,509
"Pittsburg Alleghenys",1888,534,580
"St. Louis Browns",1888,789,501
"Washington Nationals",1888,482,731
"Baltimore Orioles",1889,791,795
"Brooklyn Bridegrooms",1889,995,706
"Boston Beaneaters",1889,826,626
"Chicago White Stockings",1889,867,814
"Cleveland Spiders",1889,656,720
"Columbus Solons",1889,779,924
"Cincinnati Red Stockings",1889,897,769
"Indianapolis Hoosiers",1889,819,894
"Kansas City Cowboys",1889,852,1031
"Louisville Colonels",1889,632,1091
"New York Giants",1889,935,708
"Philadelphia Athletics",1889,880,787
"Philadelphia Quakers",1889,742,748
"Pittsburg Alleghenys",1889,726,801
"St. Louis Browns",1889,957,680
"Washington Nationals",1889,632,892
"Buffalo Bisons",1890,793,1199
"Baltimore Orioles",1890,182,192
"Brooklyn Gladiators",1890,492,733
"Brooklyn Bridegrooms",1890,884,620
"Brooklyn Ward's Wonders",1890,964,893
"Boston Beaneaters",1890,763,593
"Boston Reds",1890,992,767
"Chicago Colts",1890,847,692
"Chicago Pirates",1890,886,770
"Cincinnati Reds",1890,753,633
"Cleveland Spiders",1890,630,832
"Columbus Solons",1890,831,617
"Cleveland Infants",1890,849,1027
"Louisville Colonels",1890,819,588
"New York Giants",1890,713,698
"New York Giants",1890,1018,875
"Philadelphia Athletics",1890,702,945
"Philadelphia Phillies",1890,823,707
"Philadelphia Athletics",1890,941,855
"Pittsburg Alleghenys",1890,597,1235
"Pittsburgh Burghers",1890,835,892
"Rochester Broncos",1890,709,711
"St. Louis Browns",1890,870,736
"Syracuse Stars",1890,698,831
"Toledo Maumees",1890,739,689
"Baltimore Orioles",1891,850,798
"Brooklyn Grooms",1891,765,820
"Boston Reds",1891,1028,675
"Boston Beaneaters",1891,847,658
"Chicago Colts",1891,832,730
"Cincinnati Reds",1891,646,790
"Cleveland Spiders",1891,835,888
"Columbus Solons",1891,702,777
"Cincinnati Kelly's Killers",1891,549,643
"Louisville Colonels",1891,713,890
"Milwaukee Brewers",1891,227,156
"New York Giants",1891,754,711
"Philadelphia Athletics",1891,817,794
"Philadelphia Phillies",1891,756,773
"Pittsburgh Pirates",1891,679,744
"St. Louis Browns",1891,976,753
"Washington Statesmen",1891,691,1067
"Baltimore Orioles",1892,779,1020
"Brooklyn Grooms",1892,935,733
"Boston Beaneaters",1892,862,649
"Chicago Colts",1892,635,735
"Cincinnati Reds",1892,766,731
"Cleveland Spiders",1892,855,613
"Louisville Colonels",1892,649,804
"New York Giants",1892,811,826
"Philadelphia Phillies",1892,860,690
"Pittsburgh Pirates",1892,802,796
"St. Louis Browns",1892,703,922
"Washington Senators",1892,731,869
"Baltimore Orioles",1893,820,893
"Brooklyn Grooms",1893,775,845
"Boston Beaneaters",1893,1008,795
"Chicago Colts",1893,829,874
"Cincinnati Reds",1893,759,814
"Cleveland Spiders",1893,976,839
"Louisville Colonels",1893,759,942
"New York Giants",1893,941,845
"Philadelphia Phillies",1893,1011,841
"Pittsburgh Pirates",1893,970,766
"St. Louis Browns",1893,745,829
"Washington Senators",1893,722,1032
"Baltimore Orioles",1894,1171,819
"Brooklyn Grooms",1894,1021,1007
"Boston Beaneaters",1894,1220,1002
"Chicago Colts",1894,1041,1066
"Cincinnati Reds",1894,910,1085
"Cleveland Spiders",1894,932,896
"Louisville Colonels",1894,692,1001
"New York Giants",1894,940,789
"Philadelphia Phillies",1894,1143,966
"Pittsburgh Pirates",1894,955,972
"St. Louis Browns",1894,771,953
"Washington Senators",1894,882,1122
"Baltimore Orioles",1895,1009,646
"Brooklyn Grooms",1895,867,834
"Boston Beaneaters",1895,907,826
"Chicago Colts",1895,866,854
"Cincinnati Reds",1895,903,854
"Cleveland Spiders",1895,917,720
"Louisville Colonels",1895,698,1090
"New York Giants",1895,852,834
"Philadelphia Phillies",1895,1068,957
"Pittsburgh Pirates",1895,811,787
"St. Louis Browns",1895,747,1032
"Washington Senators",1895,837,1048
"Baltimore Orioles",1896,995,662
"Brooklyn Bridegrooms",1896,692,764
"Boston Beaneaters",1896,860,761
"Chicago Colts",1896,815,799
"Cincinnati Reds",1896,783,620
"Cleveland Spiders",1896,840,650
"Louisville Colonels",1896,653,997
"New York Giants",1896,829,821
"Philadelphia Phillies",1896,890,891
"Pittsburgh Pirates",1896,787,741
"St. Louis Browns",1896,593,929
"Washington Senators",1896,818,920
"Baltimore Orioles",1897,964,674
"Brooklyn Bridegrooms",1897,802,845
"Boston Beaneaters",1897,1025,665
"Chicago Colts",1897,832,894
"Cincinnati Reds",1897,763,705
"Cleveland Spiders",1897,773,680
"Louisville Colonels",1897,669,859
"New York Giants",1897,895,695
"Philadelphia Phillies",1897,752,792
"Pittsburgh Pirates",1897,676,835
"St. Louis Browns",1897,588,1083
"Washington Senators",1897,781,793
"Baltimore Orioles",1898,933,623
"Brooklyn Bridegrooms",1898,638,811
"Boston Beaneaters",1898,872,614
"Chicago Orphans",1898,828,679
"Cincinnati Reds",1898,831,740
"Cleveland Spiders",1898,730,683
"Louisville Colonels",1898,728,833
"New York Giants",1898,837,800
"Philadelphia Phillies",1898,823,784
"Pittsburgh Pirates",1898,634,694
"St. Louis Browns",1898,571,929
"Washington Senators",1898,704,939
"Baltimore Orioles",1899,827,691
"Brooklyn Superbas",1899,892,658
"Boston Beaneaters",1899,858,645
"Chicago Orphans",1899,812,763
"Cincinnati Reds",1899,856,770
"Cleveland Spiders",1899,529,1252
"Louisville Colonels",1899,827,775
"New York Giants",1899,734,863
"Philadelphia Phillies",1899,916,743
"Pittsburgh Pirates",1899,834,765
"St. Louis Perfectos",1899,819,739
"Washington Senators",1899,743,983
"Brooklyn Superbas",1900,816,722
"Boston Beaneaters",1900,778,739
"Chicago Orphans",1900,635,751
"Cincinnati Reds",1900,703,745
"New York Giants",1900,713,823
"Philadelphia Phillies",1900,810,792
"Pittsburgh Pirates",1900,733,612
"St. Louis Cardinals",1900,744,748
"Baltimore Orioles",1901,760,750
"Boston Americans",1901,759,608
"Brooklyn Superbas",1901,744,600
"Boston Beaneaters",1901,531,556
"Chicago White Sox",1901,819,631
"Chicago Orphans",1901,578,699
"Cincinnati Reds",1901,561,818
"Cleveland Blues",1901,667,831
"Detroit Tigers",1901,741,694
"Milwaukee Brewers",1901,641,828
"New York Giants",1901,544,755
"Philadelphia Athletics",1901,805,761
"Philadelphia Phillies",1901,668,543
"Pittsburgh Pirates",1901,776,534
"St. Louis Cardinals",1901,792,689
"Washington Senators",1901,682,771
"Baltimore Orioles",1902,715,848
"Boston Americans",1902,664,600
"Brooklyn Superbas",1902,564,519
"Boston Beaneaters",1902,572,516
"Chicago White Sox",1902,675,602
"Chicago Orphans",1902,530,501
"Cincinnati Reds",1902,633,566
"Cleveland Bronchos",1902,686,667
"Detroit Tigers",1902,566,657
"New York Giants",1902,401,590
"Philadelphia Athletics",1902,775,636
"Philadelphia Phillies",1902,484,649
"Pittsburgh Pirates",1902,775,440
"St. Louis Browns",1902,619,607
"St. Louis Cardinals",1902,517,695
"Washington Senators",1902,707,790
"Boston Americans",1903,708,504
"Brooklyn Superbas",1903,667,682
"Boston Beaneaters",1903,578,699
"Chicago White Sox",1903,516,613
"Chicago Cubs",1903,695,599
"Cincinnati Reds",1903,765,656
"Cleveland Naps",1903,639,579
"Detroit Tigers",1903,567,539
"New York Giants",1903,729,567
"New York Highlanders",1903,579,573
"Philadelphia Athletics",1903,597,519
"Philadelphia Phillies",1903,617,738
"Pittsburgh Pirates",1903,793,613
"St. Louis Browns",1903,500,525
"St. Louis Cardinals",1903,505,795
"Washington Senators",1903,437,691
"Boston Americans",1904,608,466
"Brooklyn Superbas",1904,497,614
"Boston Beaneaters",1904,491,749
"Chicago White Sox",1904,600,482
"Chicago Cubs",1904,599,517
"Cincinnati Reds",1904,695,547
"Cleveland Naps",1904,647,482
"Detroit Tigers",1904,505,627
"New York Giants",1904,744,476
"New York Highlanders",1904,598,526
"Philadelphia Athletics",1904,557,503
"Philadelphia Phillies",1904,571,784
"Pittsburgh Pirates",1904,675,592
"St. Louis Browns",1904,481,604
"St. Louis Cardinals",1904,602,595
"Washington Senators",1904,437,743
"Boston Americans",1905,579,564
"Brooklyn Superbas",1905,506,807
"Boston Beaneaters",1905,468,733
"Chicago White Sox",1905,612,451
"Chicago Cubs",1905,667,442
"Cincinnati Reds",1905,735,698
"Cleveland Naps",1905,567,587
"Detroit Tigers",1905,512,602
"New York Giants",1905,780,505
"New York Highlanders",1905,586,622
"Philadelphia Athletics",1905,623,492
"Philadelphia Phillies",1905,708,602
"Pittsburgh Pirates",1905,692,570
"St. Louis Browns",1905,511,608
"St. Louis Cardinals",1905,535,734
"Washington Senators",1905,559,623
"Boston Americans",1906,463,706
"Brooklyn Superbas",1906,496,625
"Boston Beaneaters",1906,408,649
"Chicago White Sox",1906,570,460
"Chicago Cubs",1906,705,381
"Cincinnati Reds",1906,533,582
"Cleveland Naps",1906,663,482
"Detroit Tigers",1906,518,599
"New York Giants",1906,625,510
"New York Highlanders",1906,644,543
"Philadelphia Athletics",1906,561,543
"Philadelphia Phillies",1906,528,564
"Pittsburgh Pirates",1906,623,470
"St. Louis Browns",1906,558,498
"St. Louis Cardinals",1906,470,607
"Washington Senators",1906,518,664
"Boston Americans",1907,464,558
"Brooklyn Superbas",1907,446,522
"Boston Doves",1907,502,652
"Chicago White Sox",1907,588,474
"Chicago Cubs",1907,574,390
"Cincinnati Reds",1907,526,519
"Cleveland Naps",1907,530,525
"Detroit Tigers",1907,694,532
"New York Giants",1907,574,510
"New York Highlanders",1907,605,665
"Philadelphia Athletics",1907,582,511
"Philadelphia Phillies",1907,512,476
"Pittsburgh Pirates",1907,634,510
"St. Louis Browns",1907,542,555
"St. Louis Cardinals",1907,419,608
"Washington Senators",1907,506,691
"Boston Red Sox",1908,564,513
"Brooklyn Superbas",1908,377,516
"Boston Doves",1908,537,622
"Chicago White Sox",1908,537,470
"Chicago Cubs",1908,624,461
"Cincinnati Reds",1908,489,544
"Cleveland Naps",1908,568,457
"Detroit Tigers",1908,647,547
"New York Giants",1908,652,456
"New York Highlanders",1908,459,713
"Philadelphia Athletics",1908,486,562
"Philadelphia Phillies",1908,504,445
"Pittsburgh Pirates",1908,585,469
"St. Louis Browns",1908,544,483
"St. Louis Cardinals",1908,371,626
"Washington Senators",1908,479,539
"Boston Red Sox",1909,597,550
"Brooklyn Superbas",1909,444,627
"Boston Doves",1909,435,683
"Chicago White Sox",1909,492,463
"Chicago Cubs",1909,635,390
"Cincinnati Reds",1909,606,599
"Cleveland Naps",1909,493,532
"Detroit Tigers",1909,666,493
"New York Giants",1909,623,546
"New York Highlanders",1909,590,587
"Philadelphia Athletics",1909,605,408
"Philadelphia Phillies",1909,516,518
"Pittsburgh Pirates",1909,699,447
"St. Louis Browns",1909,441,575
"St. Louis Cardinals",1909,583,731
"Washington Senators",1909,380,656
"Boston Red Sox",1910,638,564
"Brooklyn Superbas",1910,497,623
"Boston Doves",1910,495,701
"Chicago White Sox",1910,457,479
"Chicago Cubs",1910,712,499
"Cincinnati Reds",1910,620,684
"Cleveland Naps",1910,548,657
"Detroit Tigers",1910,679,582
"New York Giants",1910,715,567
"New York Highlanders",1910,626,557
"Philadelphia Athletics",1910,673,441
"Philadelphia Phillies",1910,674,639
"Pittsburgh Pirates",1910,655,576
"St. Louis Browns",1910,451,743
"St. Louis Cardinals",1910,639,718
"Washington Senators",1910,501,550
"Boston Red Sox",1911,680,643
"Brooklyn Dodgers",1911,539,659
"Boston Rustlers",1911,699,1021
"Chicago White Sox",1911,719,624
"Chicago Cubs",1911,757,607
"Cincinnati Reds",1911,682,706
"Cleveland Naps",1911,691,712
"Detroit Tigers",1911,831,776
"New York Giants",1911,756,542
"New York Highlanders",1911,684,724
"Philadelphia Athletics",1911,861,601
"Philadelphia Phillies",1911,658,669
"Pittsburgh Pirates",1911,744,557
"St. Louis Browns",1911,567,812
"St. Louis Cardinals",1911,671,745
"Washington Senators",1911,625,766
"Boston Red Sox",1912,799,544
"Brooklyn Dodgers",1912,651,754
"Boston Braves",1912,693,861
"Chicago White Sox",1912,639,648
"Chicago Cubs",1912,756,668
"Cincinnati Reds",1912,656,722
"Cleveland Naps",1912,677,681
"Detroit Tigers",1912,720,777
"New York Giants",1912,823,571
"New York Highlanders",1912,630,842
"Philadelphia Athletics",1912,779,658
"Philadelphia Phillies",1912,670,688
"Pittsburgh Pirates",1912,751,565
"St. Louis Browns",1912,552,764
"St. Louis Cardinals",1912,659,830
"Washington Senators",1912,699,581
"Boston Red Sox",1913,631,610
